linkid,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55
30,49.2346820809248,55.3575572519083,51.9942857142857,55.5574468085106,60.1646017699115,55.3981651376146,53.9112999150382,46.4431486880466,61.3671179883945,51.7183098591549,44.0040778498609,28.0730769230769,53.3851590106007,45.7243243243243,54.7722054380664,44.6066929133858,22.2627301146231,20.103314917127,14.0199004975124,17.4071428571428,17.7907356948228,14.9830334190231,21.40259222333,13.3326248671625,10.6723526593195,20.5082242990654,19.7336842105263,13.0652503793626,16.293371757925,13.7054968287526,17.4523852385238,30.8724425887265,49.4799531066822,49.1162264150943,52.7528384279476,50.5328413284132,50.8445217391304,51.6025695931477,51.3020753266717,29.7495918367346,32.424102251978,42.4371951219512,34.7404429860541,45.6714640198511,41.3237483953786,32.2968090859924,47.8092485549132,46.0681318681318,32.1007039892725,31.4458679706601,30.8385542168674,38.5025906735751,34.4883412322274,22.4632493483927,19.6623011015911,30.8187683284457,41.6920863309352,50.5536585365853,49.8382978723404,53.0365714285714,52.4977297297297,58.3570815450643,53.2575452716297,52.6945794392523,51.5038461538461,49.0997214484679,50.3574193548387,51.9887915936952,51.7947204968944,52.7262368815592,55.6068530207394,56.8430463576158
31,48.6479418886198,57.442073778664,54.0920300751879,56.4631578947368,50.6174693877551,52.4321608040201,49.1682027649769,48.6533807829181,59.781443298969,48.0761379310344,41.9155963302752,43.9900303951367,52.6336825141015,47.4239999999999,53.5163434903046,43.3165562913907,23.2682196339434,16.3898676748582,13.0720048899755,27.9364667747163,9.18611018363939,11.8064320081033,15.7864278332759,9.53047445255474,12.9224102352455,14.6688870568837,12.0280263157894,13.1126819126819,15.1576923076923,17.0196399928711,25.0187457855697,34.3877647058823,49.5288117200217,48.4338696020321,47.4518979464841,54.1298037425833,49.1521813809687,52.4238805970149,48.0005636449037,40.1640479360852,40.1081749049429,38.3717526942711,39.8558008831794,49.2023656973878,42.9476014760147,37.2456699029126,46.2832201745877,45.9739837398374,35.8323266695023,29.7632888568337,41.8350245499181,32.6817524457677,39.5394392523364,23.3306406685236,19.304555808656,27.7942431425668,39.5369894982497,48.641134751773,51.4836120401337,48.9190118152524,53.7706806282722,47.94525,50.9915569677712,48.0481927710843,51.6401028277634,46.6394052044609,47.0647058823529,57.2450063211125,46.0669387755102,49.467679558011,53.9019205002233,52.4825761932144
32,77.7497630331753,64.645871559633,61.0994413407821,67.5111111111111,66.5831775700934,71.2938461538461,62.2439367311071,57.2607329842931,63.9194805194805,50.1182608695652,47.43,54.8709677419354,61.6663967611335,60.3836431226765,60.7798627002288,47.2433497536945,35.2588235294117,12.728476821192,16.7699823425544,16.7108379888268,21.8009603841536,10.9422310756972,7.62703448275862,7.8652309829802,10.4252981568485,12.0621072088724,9.50855499640546,12.4543209876543,24.463070539419,36.5123425692695,36.2554419723391,44.8229508196721,61.3991489361702,54.1334745762711,61.0222222222222,58.0554391619661,53.2614617940199,57.9943661971831,50.3630498533724,53.9617529880478,47.6779510022271,50.2873933649289,44.4280155642023,54.9198738170347,50.7728353140916,43.6518218623481,57.094214876033,52.08,47.6643423137876,53.7623595505617,47.6115107913669,46.43738317757,46.8910751932536,34.848322147651,20.4490583371612,25.0179104477611,44.1,61.1362831858406,57.7480048367593,55.1661399548532,57.9223880597014,57.6,56.9734513274336,57.5451776649746,53.1672131147541,53.096442687747,62.8593749999999,61.9064150943396,42.2807600950118,49.0588235294117,60.3777080062794,58.6836
33,60.6755905511811,65.0383275261324,61.1265306122448,67.9969111969111,69.0635294117646,66.6329268292682,62.4796573875803,50.0962025316455,67.9469387755102,64.3199999999999,52.187456445993,55.087659574468,67.5539568345323,49.6745454545454,62.7179487179487,54.5351351351351,38.7615460852329,16.2321199143468,15.2396129032258,30.6307692307692,17.1515831663326,10.2771618625277,6.34678414096916,7.58071312803889,5.94058851004203,6.93691442848219,4.30787826462335,14.5584158415841,38.9218130311614,44.8517647058823,42.1400402414486,44.2634730538922,63.4171428571428,51.8082777036048,59.2128712871287,58.4972754793138,54.0770053475935,51.8141206675224,50.7355163727959,52.7818181818181,50.3400713436385,52.0223858615611,49.3903846153846,56.3282868525896,56.0152671755725,44.0568,57.3213483146067,48.3469879518072,47.1446153846153,50.0573493975903,47.2137931034482,46.1276033057851,47.5443609022556,45.3954825462012,16.7778260869565,16.2995610184372,42.9504201680672,58.3307262569832,59.8325581395348,56.4413173652694,51.3831325301204,58.9230769230769,59.2110497237569,59.3999999999999,56.4996805111821,52.4728606356968,56.5731958762886,60.7423728813559,54.2260869565217,37.3598650927487,57.3131602506714,58.8620060790273
34,61.8821656050955,67.5700819672131,65.9559633027523,66.278453038674,71.1496551724138,65.5830815709969,66.0177339901477,58.0867469879518,69.2880733944954,68.4301255230125,52.2161937716263,69.3916786226685,67.4112469437653,49.8505359877488,60.7642857142857,61.3109004739336,48.1694192860948,28.8061962134251,28.1731253145445,30.5796445880452,22.8472545757071,23.6779304769603,7.80339348235927,10.7694328087852,9.75567639551658,8.32196197299531,36.8007920792079,26.2798404962339,48.6253941908713,56.1636363636363,54.9832817337461,35.7800498753117,61.4482295937383,52.2725734196117,56.4588832487309,56.282251082251,51.3588516746411,53.4118067978533,55.2380952380952,51.525430210325,50.7180925666199,58.7610989010989,51.4785425101214,58.1122473246135,58.7532467532467,44.7501838235294,53.0577181208053,59.7078384798099,47.8503805726712,52.2898751733703,48.6327272727272,46.072939013178,50.4512133891213,49.6516649848637,29.7781480294777,37.399713055954,49.4903225806451,63.2046728971962,62.4975425330812,59.0281341965862,55.6547550432276,61.7214285714285,58.8247848537005,64.4427104722792,56.951121605667,56.4830850131463,58.8481751824817,57.1836734693877,52.6272069464544,51.4952192809166,60.2335403726707,55.1164476021314
35,59.2597402597402,68.85,72.1298076923076,74.4545454545454,64.9069306930693,73.2198347107437,68.8951456310679,70.3850968703427,66.9085714285714,68.0260563380281,71.6756277695716,67.4895348837209,62.949720670391,63.1895652173913,54.2900255754475,57.5701657458563,53.5499999999999,53.1142555438225,38.0142857142857,31.8765306122449,39.2693110647181,33.7084188911704,35.1269255251432,32.0538461538461,38.9172413793103,51.3945525291828,44.3230579531442,45.907780979827,55.0538641686182,58.0824742268041,57.2811072664359,37.9931937172774,60.0347174948944,46.6619934282584,54.3953106682297,61.6467718794835,54.3894762724366,53.6684431977559,54.3080357142857,54.6820512820512,55.8443181818181,55.8444255319148,48.2455598455598,55.2299531981279,56.4436363636363,54.4697022767075,54.2091954022988,54.1264544456641,49.2045577862181,48.9787234042553,50.2528359734287,52.1442020665901,55.4055972696245,54.9442622950819,48.8091428571428,49.9689149560117,51.2735582154515,64.1045454545454,60.5258777633289,63.815294117647,63.7224489795918,64.0602150537634,59.4611032531824,62.7202702702702,51.3916379734382,61.9865102639296,59.1976744186046,54.3952606635071,59.1399014778325,59.564448857994,61.6070149253731,57.8664893617021
36,61.584,64.0521865889212,64.7941966684578,57.087943984093926,66.1495268138801,65.3672559569561,69.9534545454545,68.3974175035867,66.2028985507246,61.2780185758513,70.096802646086,65.9133774834437,63.5670644391408,58.2981924767953,59.7048054919908,43.7248337028824,34.626976744186,22.7654676258992,19.4676348547717,13.3034202505926,19.7,13.945488126649,22.2539671320021,31.7519650655021,28.1772103415256,60.1863354037267,51.8776349614395,41.22756302521,56.4067567567567,56.2945644080416,62.1949555950266,47.2287179487179,59.3933216168717,44.9602050624799,51.8665320545179,57.611622276029,50.3654952076677,57.5556842867487,52.6188449848024,57.2204360559713,56.5425,50.3523966942148,50.6891477621091,44.9099347353154,51.9321148825065,51.2770061173083,57.5013698630136,49.8527724665391,46.33632,44.2067087346396,50.1451485148514,52.8071802543006,57.5783846600813,52.2342940889106,54.0119271120927,51.5453195876288,64.5843594009983,60.6396541074737,60.3420814479637,64.3480519480519,58.4045292014302,61.1081548974943,59.0883720930232,59.4687707641196,53.5951150241408,60.7016611295681,58.6085261875761,58.9010460251046,55.1337618147448,59.7315639810426,60.4862068965517,56.2552995391704
37,65.58656200226362,69.2876712328767,70.4937238493723,57.087943984093926,71.1080178173719,33.8671698113207,70.0148698884758,74.3879849812265,75.1558441558441,70.3549668874172,72.7277723258096,69.6963302752293,60.8708571428571,62.3416666666666,70.7693290734824,43.7578833693304,50.9040235525024,29.2474576271186,17.6685379903081,7.74283332516059,12.6144731273804,12.7061756897148,15.116194654966,38.2976210008203,43.2777327935222,27.250624816347255,64.2714765100671,40.5058823529411,60.1916488875342,62.9213872832369,62.9837438423645,64.4412324077595,60.5362355953905,55.5875409836065,58.9579548545009,63.9518446601941,58.1470588235294,60.5888292836857,53.1761344537815,55.1462482168331,48.482310469314,55.8756216061731,61.9665615141955,57.3082548058801,56.4145748987854,61.2408480143326,63.4351898734177,50.1381283203923,45.3671388101983,52.0821428571428,50.0959771754636,58.4181276877274,56.9619527726187,57.3469522240527,57.7470721743077,55.4017430418892,66.0080536912751,60.7553784860557,65.467793594306,66.7860139860139,62.0955445544554,65.8259204712812,62.3408713692946,60.7304347826087,55.0037735849056,59.6898560428523,57.084398976982,55.35216,56.6846231155778,63.7394564198687,61.1354702657106,62.5982932505818
38,65.58656200226362,12.2028653295128,60.426667529699735,19.4976,44.6648936170212,21.6540636042402,40.7688311688311,76.1625,26.0341463414634,45.87853126900068,44.55636041380077,41.142072423754236,41.57995038167388,38.783521459325236,22.4626728110599,16.968078175895698,40.7184466019417,49.8451456310679,48.176,43.7165919282511,27.5973273942093,32.6973913043478,34.5551839464882,23.5441130298273,28.5609375,38.1806788511749,43.2,53.8607734806629,41.2382252559727,33.2070652173913,50.6129390018484,65.4498985801217,54.9863636363636,51.3094736842105,51.7676320272572,50.4273417721518,56.4190854870775,56.6542372881355,46.6708965517241,52.3723636363636,45.8331428571428,54.4341176470588,49.6945244956772,54.6113207547169,45.8006309148265,55.4411392405063,29.5125,36.3140186915887,41.1181946403385,39.06941362916,33.7136326530612,50.6724637681159,36.5538461538461,51.4214285714285,52.8055491329479,52.4065573770491,49.9151515151515,52.2,58.6323529411764,56.8996108949416,59.9430508474576,46.0536585365853,55.8613636363636,45.6703812316715,47.5882845188284,48.0409556313993,57.3458823529411,42.0994818652849,50.5806691449814,43.344966442953,52.4121807465618,62.8218947368421
39,65.58656200226362,9.86519337016574,9.36,9.77191650853889,14.2429184549356,20.8179591836734,46.3398496240601,11.0439952437574,7.29344089793055,6.90479233226837,44.55636041380077,9.62621848739495,14.6329594477998,9.65512934879571,9.00289855072463,29.2474664356864,41.2312915129151,47.0669962917181,48.6177997527812,48.2897695852534,40.2328125,36.359169550173,36.9125193199381,31.2560171306209,28.4912863070539,40.8508474576271,41.0616541353383,53.9246073298429,55.9695743196092,43.1517482517482,55.3780509218612,64.5888461538461,54.1613207547169,56.8238961038961,52.2448087431694,51.8437581557198,54.8331210191082,55.1360946745562,48.304213483146,52.4882935352358,47.7186721991701,53.2836377769141,46.7278745644599,54.252,46.923311132255,50.6071294559099,25.2369342184671,32.7783863804589,33.5937727036844,35.6090637024369,33.8790591805766,49.1987584066218,50.1718032786885,45.8321860465116,54.8999999999999,49.9763033175355,54.432154340836,53.7626086956521,55.1828571428571,55.8027863777089,55.0304347826087,44.1375,58.2371681415929,47.0384105960264,45.3726872246696,49.7261382799325,52.8184615384615,49.771343283582,50.4892561983471,43.3268805891635,55.4223214285714,59.6865764828303
40,65.58656200226362,12.2151338766007,60.426667529699735,18.4406072106261,9.17538461538461,8.61698301698301,6.40975609756097,8.298,7.09188367230564,6.54736842105263,44.55636041380077,41.142072423754236,8.45864661654135,8.65858695652173,5.01634055265123,22.3626035502958,27.5059907834101,36.8065136935603,40.0593719008264,39.5611295681063,33.60177646188,33.94660944206,19.7347073371805,23.1684793226961,37.1902834008097,46.178417266187,27.876693448295395,26.90400084000049,53.1550632911392,45.5261261261261,44.1794500723589,36.0455941794664,40.7687782805429,38.803738317757,48.6254957507082,46.1517707918822,41.5371007371007,49.7896193771626,49.1236363636363,46.3559728067335,40.8159862483884,46.6929699597398,44.2901525658807,54.2917784256559,45.6791104050833,38.9410071942446,22.7604928297313,35.100214234706,46.9502935420743,40.6812456747404,47.6063730084348,42.875664893617,50.1036585365853,52.004172876304,48.6343276283618,54.6979978925184,51.8090241343126,54.4412109375,46.5165687426557,51.566550522648,47.3963054187192,38.9705597788528,52.5058988764044,45.8549156174658,43.8517894736842,47.631976744186,36.4393846153846,40.812474012474,40.1333333333333,47.3435215946843,54.967868852459,54.134945586457
41,65.58656200226362,65.756214511041,67.3604863221884,27.3397379912663,42.2269141531322,14.6003305785123,7.81615700593336,7.48146797355824,7.24951584507042,8.1344537815126,7.46551426101987,10.0149720670391,7.54857014185994,5.9239312039312,6.51929622980251,8.66189805688538,17.206754116662,22.0106488011283,20.1557251908396,19.4622703721149,17.5680918953414,16.8258391386953,19.4302325581395,18.3919977136324,17.9181977082928,20.0898727172108,20.507430617726,14.6668235294117,22.6822752082734,19.5017352841102,15.5735842162952,20.2427002745195,21.9433932759968,25.4168437191983,28.5977453335797,27.7608884401817,27.8347393364928,26.6428049671292,29.9135489152681,34.4698001480384,28.2707284768211,28.3142528206308,31.722569239835,30.0421843003413,30.1329537989927,26.8592003973181,26.8992935857586,24.9570179475379,33.5117647058823,27.4258480034349,28.0263786242183,29.5875405113431,28.8911196911196,32.1553914327917,38.81007389534,45.8966592427616,20.1865229110512,31.3981531776208,29.4054545454545,31.2621496984746,34.5328493647912,26.2602651379433,26.7718789407314,28.9404743687834,27.06939679026,37.0811404435058,32.6339261285909,43.0174224343675,38.2831405964698,40.2139767054908,49.659985369422,47.1446689462231
42,75.978947368421,67.9455241009946,69.1798219584569,68.7845454545454,61.462660944206,45.7683406113537,10.8,14.2685018528321,9.08181818181818,10.9024817518248,6.37459551518592,4.75783460644304,6.0807596201899,5.81322957198443,4.80350567743357,4.88762484774665,9.65760667903525,14.5307457212713,17.0671984596341,14.2048280512474,14.8601958041958,16.5646546444368,11.9014373716632,15.810447761194,15.4272897196261,21.6972791651136,30.7159663865546,13.2936403346412,14.1586253369272,17.5240917393951,16.1312789373814,16.9284077790604,17.528164556962,26.3124348473566,23.0652818991097,21.5504115226337,27.1875671688968,23.8604359925788,33.0785515320334,42.0772239747634,29.2417790530846,20.5914141954822,25.1172205438066,18.5406991799741,26.0525128776277,21.5848360655737,19.6763358778625,18.0725148238576,22.0525459688826,25.2550443686006,23.208656906429,30.8120785476102,28.8978808476609,48.8965423728813,44.8018038331454,44.060757067561,20.8979570177765,38.7999319843564,44.8959537572254,34.4572792362768,38.8519859497433,28.3271287128712,23.340628721124,20.3797965324545,26.725352112676,34.4474202441906,44.3551701134089,48.2409703504043,53.3223124701385,55.3567630057803,58.0955223880596,60.7787050359712
43,67.5760824742268,72.6689804772234,56.2274795268425,50.5767404426559,66.8628099173553,61.771104815864,62.4084887459807,52.1581034482758,62.4384,31.6146532208273,21.2439466158245,17.5588018054985,8.26770956316411,5.04712904270577,5.10637659414853,3.74608562496012,6.91623737660274,9.41902609410314,9.96746909564085,15.4256561577884,17.6108108108108,18.2167938931297,15.9377802848681,34.9745740498034,58.4668989547038,53.8672856362643,37.2761973875181,47.0259319693736,33.5778778497044,31.9485764899405,41.3568030050083,40.7159297789336,41.6605904344463,46.6994665829934,47.7828491424571,49.25651251591,53.7443435177539,49.1406606142553,47.9314891112419,48.3962587190868,45.6955752212389,39.045298013245,38.3091919086049,36.498884644767,38.8415956969968,36.1513729977116,37.8563544115827,39.4141465266354,42.584735812133,37.7975824503805,39.7320692497939,50.7933658536585,48.1007834534628,55.3125,39.5292692773516,50.2971728359079,53.015924320063,49.3394640875218,54.1160615742085,52.8358036573628,43.6093430656934,45.4430143945808,49.0662584200857,49.5820549927641,48.7866608161474,42.6335195530726,45.3538873994638,50.5735511064278,55.6973630831642,47.4121196624904,51.9638764947349,57.3634496919917
44,72.5545023696682,65.3954887218045,60.280266920877,62.9276693455798,69.2794520547945,58.2210378681626,60.5892030848329,59.0523985239852,62.1582733812949,61.3688806316767,50.9967914438502,32.3323943661971,15.1660318694131,12.5980498374864,7.98171428571428,3.73847953216374,6.05302325581395,10.0655152780413,14.570281892021,12.7901427498121,18.6545454545454,32.7943734015345,42.5259414225941,46.9779630732579,59.557281553398,56.3176070700203,44.0768756423432,52.6727348643006,50.6357246027924,43.6100534759358,57.7078179696616,53.0977398292315,53.4339171974522,43.7715029277814,44.5889468196037,49.1895853423336,49.1700499168053,48.6494474265866,47.9375510204081,50.4989690721649,46.7678868040602,45.8654784967066,53.4384507042253,31.0043930635838,41.947793030623,50.2930693069306,47.180412371134,48.7933503836317,46.4706312900274,55.1914772727272,50.5318726463539,53.5136456211812,48.8935005701254,49.9751459549624,51.1304727272727,46.7686956521739,51.179965055329,47.0460472440944,59.7431734317343,57.6087061668681,42.9002135231316,48.4958174904942,52.4680565897244,50.9456038316797,53.1213675213675,48.94036598493,43.9471074380165,49.7798483206933,49.4747743467933,56.966269165247,53.3441584158415,42.1428927680798
45,63.7212543554006,61.4281690140845,57.0248962655601,59.6720257234726,72.0795580110497,55.9808612440191,52.3464566929133,59.1018404907975,59.1859459459459,64.0227758007117,46.69453125,42.7430051813471,51.3072,34.1164948453608,10.7571128241065,4.38201459854014,4.73974683544303,8.65421903052064,12.5919,15.677628032345,37.8126888217522,45.9635928143712,51.9737335834896,55.3339805825242,59.274924471299,57.8060941828254,59.3485714285714,52.3460035523978,50.9128944995491,55.0603325415677,60.2753623188405,56.0502821959979,57.2597299444003,47.113427345187,47.4882352941176,51.8911651728553,49.0882758620689,54.0754285714285,48.0895522388059,52.1736070381231,46.6882116158711,46.7352272727272,52.5956043956043,47.2246153846153,45.5953428201811,59.0021828103683,53.1898305084745,51.4461762563729,53.8339963833634,55.4706624605678,53.3573373676248,55.9570469798657,46.0878865979381,55.7771260997067,51.9237209302325,43.7362275449101,49.7309007981756,56.0703396226415,56.2321243523316,55.7560379918588,48.901978021978,48.6513647642679,50.0446753246753,53.6156315422191,52.6736842105263,55.1898773006134,53.4718826405867,51.4960629921259,52.6074074074074,42.4161741835147,53.0771134020618,53.6558575445173
46,74.4412017167381,61.901933221385136,71.0098081023454,62.3720930232558,69.7742738589211,70.5157894736842,70.281081081081,72.6295707472178,63.9943548387096,68.5445353159851,65.2101265822784,64.6644351464435,41.57995038167388,54.9269461077844,43.0488,10.7147855917667,7.15680977891798,5.23715588583009,9.87363451014057,16.8401372212692,47.3134228187919,64.3590493601462,56.6212927756653,59.7472754050073,61.2071287128712,60.6665424044734,64.8886153846153,52.6219844357976,54.705515898767,53.7878532772098,61.9381352187361,57.182,64.7437962202136,54.9536992840095,59.3936034115138,53.9748251748251,57.5867256637168,58.8308823529411,54.6048465266558,56.1399548532731,50.9535412844036,43.4803278688524,54.676390605686,58.2084507042253,55.197695631301,58.5763707571801,59.9465587044534,53.5135135135135,51.0074664011946,54.1627322953289,55.8266237942122,55.978637510513,53.5160120845921,56.7209131675499,54.790328820116,58.5943231441048,67.0765317919075,58.8111835973905,61.4282296650717,57.9305345816973,53.6315233061028,56.4531553398058,51.3097372488408,57.3905579399141,55.82390625,56.9771543086172,62.3184466019417,53.8619318181818,53.6122340425531,58.0536238749407,60.4964169381107,62.3899581589958
